Network,LocationName,Date,Time,Weather_Wind,Weather_Temperature,Weather_Sky,Weather_CountSeason,Weather_TemperatureUnits,Weather_BackgroundNoise,Researcher
NPSGULFCOASTNETWORK,SAAN32,5/26/2014,9:05:00,3,69,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN04,5/16/2015,9:05:00,1,74,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 28,6/2/2015,9:05:00,0,80,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISMS08,6/9/2017,9:05:00,2,72,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VM06,5/29/2020,9:05:00,1,75,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 11,6/1/2020,9:05:00,0,79,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN01,6/8/2020,9:05:00,0,82,0,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VE119,5/19/2021,9:05:00,2,72,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL31,6/1/2021,9:05:00,1,79,2,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL36,6/8/2021,9:05:00,1,84,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC04,6/12/2021,9:05:00,0,80,2,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,PAAL06,6/13/2021,9:05:00,0,76,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VF32,6/18/2010,9:06:00,0,84,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN31,5/14/2011,9:06:00,3,69.8,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF16,5/29/2012,9:06:00,0,78,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 16,6/2/2014,9:06:00,4,82,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC22,5/19/2015,9:06:00,0,73,3,PC,F,0,"Zeng,  Lijin"
NPSGULFCOASTNETWORK,VF03,6/7/2016,9:06:00,2,80,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM16,6/6/2018,9:06:00,1,78,0,PC,F,NA,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL12,7/11/2018,9:06:00,1,87,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN32,5/21/2019,9:06:00,3,80,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM53,5/30/2020,9:06:00,1,74,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC02,6/21/2021,9:06:00,1,79,2,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,VF29,5/20/2010,9:07:00,0,70,2,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN26,5/25/2014,9:07:00,2,73,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 39,6/7/2017,9:07:00,3,78,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL54,7/14/2018,9:07:00,1,87,1,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 11,5/26/2020,9:07:00,0,80,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC20,6/12/2021,9:07:00,0,80,1,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,PAAL36,6/12/2021,9:07:00,1,85,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL31,6/7/2011,9:08:00,5,84.2,0,PC,F,0,"Linder,  Eric"
NPSGULFCOASTNETWORK,SAAN28,5/26/2012,9:08:00,1,78.8,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN25,5/28/2012,9:08:00,0,77,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL34,6/10/2014,9:08:00,1,88,2,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,GUISMS15,6/5/2015,9:08:00,1,85,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,TC06,6/9/2016,9:08:00,0,76,1,PC,F,NA,"Chavez-Ramirez,  Felipe"
NPSGULFCOASTNETWORK,TC22,5/13/2017,9:08:00,1,,1,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,TC09,5/26/2019,9:08:00,4,91,1,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,TC20,5/31/2019,9:08:00,0,89,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,BP 14,5/28/2020,9:08:00,0,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM26,5/27/2021,9:08:00,0,82,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO20,5/5/2010,9:09:00,2,72,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF21,5/27/2010,9:09:00,0,75,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VO08,6/6/2010,9:09:00,1,78,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC01,5/26/2019,9:09:00,0,89,0,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,PAAL15,6/15/2019,9:09:00,2,89,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VE113,6/25/2010,9:10:00,0,79,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,PAAL22,5/31/2012,9:10:00,1,84.2,2,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,PAAL04,6/5/2013,9:10:00,2,89.6,0,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN30,5/24/2014,9:10:00,2,73,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC01,5/17/2016,9:10:00,0,68,1,PC,F,NA,"Chavez-Ramirez,  Felipe"
NPSGULFCOASTNETWORK,GUISFL43,6/11/2016,9:10:00,2,89,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL40,5/8/2017,9:10:00,2,74,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,BP 31,6/1/2018,9:10:00,0,85,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL38,6/17/2018,9:10:00,1,83,3,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN25,6/11/2020,9:10:00,1,79,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN09,6/13/2020,9:10:00,3,80,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN35,5/22/2021,9:10:00,0,75,5,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF29,5/26/2021,9:10:00,0,75,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 16,6/4/2021,9:10:00,0,79,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC18,6/18/2021,9:10:00,0,72,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,VF58,5/20/2014,9:11:00,1,72,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM26,5/27/2015,9:11:00,2,74,2,PC,F,0,"Unknown, Unknown"
NPSGULFCOASTNETWORK,BP 05,6/10/2016,9:11:00,0,87,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL26,6/17/2016,9:11:00,1,88,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VF17,6/7/2018,9:11:00,0,80,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 26,6/8/2018,9:11:00,0,85,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM51,5/30/2019,9:11:00,1,76,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF42,5/23/2013,9:12:00,1,74,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN03,6/1/2014,9:12:00,2,77,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL21,6/14/2016,9:12:00,1,87,1,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC40,5/14/2017,9:12:00,0,75,1,PC,F,1,"Swanson, Erin"
NPSGULFCOASTNETWORK,BP 14,5/30/2018,9:12:00,1,84,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 27,5/22/2020,9:12:00,1,83,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN01,5/23/2021,9:12:00,0,73,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN05,5/31/2010,9:13:00,0,82.4,0,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN02,5/15/2011,9:13:00,5,64.4,0,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN07,5/22/2011,9:13:00,1,75.2,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL57,6/13/2011,9:13:00,NA,82.4,NA,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,GUISFL31,6/30/2012,9:13:00,2,87.8,1,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,PAAL36,6/11/2014,9:13:00,1,86,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL34,6/14/2016,9:13:00,3,88,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL51,6/13/2017,9:13:00,2,87,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL58,7/10/2018,9:13:00,1,86,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN14,5/5/2019,9:13:00,0,81,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC40,5/25/2019,9:13:00,4,86,1,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,TC08,6/1/2019,9:13:00,0,80,1,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,TC33,6/5/2020,9:13:00,0,80,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,SAAN14,5/30/2021,9:13:00,1,75,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL41,6/9/2014,9:14:00,3,86,2,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL06,6/4/2015,9:14:00,1,86,0,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN09,5/14/2017,9:14:00,3,74,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL54,6/12/2017,9:14:00,2,87,0,PC,F,2,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VE119,6/27/2017,9:14:00,1,72,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM28,5/29/2019,9:14:00,0,79,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL12,6/8/2019,9:14:00,0,93,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VM25,5/26/2021,9:14:00,1,75,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC36,6/19/2021,9:14:00,0,83,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VF20,5/12/2010,9:15:00,2,73,0,PC,F,NA,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VE106,5/30/2012,9:15:00,1,79,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL36,5/30/2012,9:15:00,5,82.4,2,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,TC38,6/8/2015,9:15:00,3,86,0,PC,F,0,"Zeng,  Lijin"
NPSGULFCOASTNETWORK,PAAL39,6/10/2015,9:15:00,1,88,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,GUISFL41,6/15/2015,9:15:00,1,87,0,PC,F,NA,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VF36,6/13/2019,9:15:00,2,74,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC40,6/6/2020,9:15:00,3,78,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VM39,6/10/2010,9:16:00,0,85,1,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,PAAL57,6/14/2017,9:16:00,2,88,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL43,6/15/2017,9:16:00,3,86,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VO12,6/28/2017,9:16:00,1,77,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN03,5/7/2019,9:16:00,2,81,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN03,5/19/2019,9:16:00,1,81,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 27,6/10/2019,9:16:00,2,84,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL54,6/11/2019,9:16:00,1,88,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC27,6/1/2020,9:16:00,0,74,2,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,PAAL48,6/9/2011,9:17:00,5,82.4,0,PC,F,0,"Linder,  Eric"
NPSGULFCOASTNETWORK,SAAN34,5/27/2013,9:17:00,4,77,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL05,6/8/2015,9:17:00,2,84,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL48,6/12/2015,9:17:00,1,88,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 11,5/28/2019,9:17:00,1,80,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 04,5/31/2019,9:17:00,0,85,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL34,6/10/2019,9:17:00,1,90,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN32,6/16/2020,9:17:00,0,76,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM40,5/29/2013,9:18:00,3,76,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN36,5/8/2016,9:18:00,1,73,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISFL28,6/12/2016,9:18:00,0,90,0,PC,F,2,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,TC24,6/10/2017,9:18:00,0,76,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,TC21,5/31/2020,9:18:00,1,75,0,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,TC40,5/31/2020,9:18:00,2,71,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VM26,6/26/2020,9:18:00,2,74,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 14,5/25/2021,9:18:00,1,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 11,6/2/2021,9:18:00,0,79,5,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM28,6/22/2010,9:19:00,0,86,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN39,5/28/2011,9:19:00,1,77,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL45,6/3/2013,9:19:00,2,93.2,0,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL15,6/19/2015,9:19:00,2,90,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL04,6/16/2016,9:19:00,2,87,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC19,6/1/2019,9:19:00,0,79,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,VF58,4/28/2010,9:20:00,0,65,0,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN16,5/29/2010,9:20:00,0,80.6,0,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL36,6/13/2011,9:20:00,5,84.2,0,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,SAAN04,5/24/2012,9:20:00,4,75.2,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL39,6/4/2013,9:20:00,1,91.4,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,GUISMS38,6/7/2015,9:20:00,0,87,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN04,5/1/2016,9:20:00,4,72,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC34,5/18/2016,9:20:00,0,67,1,PC,F,NA,"Chavez-Ramirez,  Felipe"
NPSGULFCOASTNETWORK,SAAN34,5/28/2018,9:20:00,1,80,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL21,7/14/2018,9:20:00,2,88,1,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL34,6/17/2019,9:20:00,1,92,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 19,5/24/2020,9:20:00,1,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN15,6/18/2020,9:20:00,4,77,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VE110,6/25/2020,9:20:00,0,76,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF31,6/27/2020,9:20:00,0,78,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 44,6/1/2021,9:20:00,0,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF21,4/26/2010,9:21:00,4,70,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM51,6/17/2010,9:21:00,2,84,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF20,5/21/2014,9:21:00,1,70,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN06,6/1/2014,9:21:00,0,77,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN17,5/24/2015,9:21:00,0,70,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VO01,6/6/2016,9:21:00,2,78,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN13,5/12/2019,9:21:00,0,79,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM29,5/28/2020,9:21:00,0,71,1,PC,F,2,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 24,5/29/2020,9:21:00,0,79,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 33,5/30/2020,9:21:00,1,83,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC21,6/6/2020,9:21:00,1,80,0,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,SAAN30,6/17/2020,9:21:00,3,77,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL51,6/3/2021,9:21:00,1,81,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,GUISFL46,6/13/2015,9:22:00,1,89,0,PC,F,NA,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,PAAL34,6/27/2018,9:22:00,1,90,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC35,5/25/2019,9:22:00,0,88,1,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,VE106,6/12/2019,9:22:00,1,66,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL36,6/14/2019,9:22:00,1,89,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC08,6/7/2020,9:22:00,0,70,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,PAAL58,6/12/2021,9:22:00,2,86,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VE113,6/4/2010,9:23:00,0,82,2,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,PAAL51,6/7/2011,9:23:00,5,84.2,0,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,TC30,6/5/2015,9:23:00,0,83,1,PC,F,0,"Zeng,  Lijin"
NPSGULFCOASTNETWORK,BP 44,6/1/2019,9:23:00,0,85,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL34,6/5/2021,9:23:00,0,77,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VM41,6/28/2010,9:24:00,0,85,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISFL01,6/23/2012,9:24:00,3,86,1,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,VM06,5/22/2013,9:24:00,1,71,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN25,5/25/2014,9:24:00,3,73,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 06,5/27/2014,9:24:00,4,82,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF31,5/28/2015,9:24:00,1,73,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF31,5/28/2015,9:24:00,1,73,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 21,6/8/2017,9:24:00,1,77,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM53,6/8/2018,9:24:00,2,78,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 32,6/3/2019,9:24:00,0,88,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC33,5/30/2020,9:24:00,0,77,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VM29,5/21/2021,9:24:00,2,75,0,PC,F,2,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL38,6/9/2021,9:24:00,2,83,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VF17,6/3/2010,9:25:00,0,83,1,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,PAAL34,6/1/2012,9:25:00,1,82.4,1,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,VE105,5/23/2013,9:25:00,1,74,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN39,5/24/2014,9:25:00,4,74,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN33,5/26/2014,9:25:00,3,70,3,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL43,6/10/2014,9:25:00,2,90,2,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 06,5/28/2016,9:25:00,2,78,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL15,6/14/2016,9:25:00,1,87,1,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL39,6/13/2017,9:25:00,2,85,2,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VF42,5/30/2019,9:25:00,1,77,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL38,6/15/2019,9:25:00,3,90,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 04,5/28/2020,9:25:00,0,82,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN16,6/13/2020,9:25:00,2,81,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC08,6/14/2021,9:25:00,0,78,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VF16,4/15/2010,9:26:00,0,72,0,PC,F,NA,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN07,5/26/2012,9:26:00,1,78.8,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISFL22,6/24/2012,9:26:00,4,86,2,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISFL35,6/23/2013,9:26:00,2,87.8,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN06,5/16/2015,9:26:00,1,75,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL43,6/14/2016,9:26:00,3,89,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL55,6/17/2016,9:26:00,2,88,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC02,6/13/2021,9:26:00,0,81,0,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,PAAL05,6/9/2014,9:27:00,5,86,2,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC13,5/9/2015,9:27:00,0,79,3,PC,F,0,"Zeng,  Lijin"
NPSGULFCOASTNETWORK,BP 19,5/27/2019,9:27:00,0,80,1,PC,F,1,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 23,6/4/2021,9:27:00,0,80,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM50,5/6/2010,9:28:00,1,70,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO12,5/14/2010,9:28:00,1,73,2,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VM51,5/31/2012,9:28:00,1,75,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL58,6/11/2014,9:28:00,1,90,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL21,6/12/2017,9:28:00,2,88,0,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,PAAL34,6/15/2017,9:28:00,3,87,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 13,5/22/2020,9:28:00,1,84,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN03,6/8/2020,9:28:00,0,84,0,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN34,6/11/2020,9:28:00,0,80,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL58,6/8/2021,9:28:00,3,84,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 08,6/1/2018,9:29:00,0,85,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM05,6/6/2018,9:29:00,1,78,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN15,5/21/2019,9:29:00,4,81,2,PC,F,1,"Sculley,  Mike"
